id,district_id,date,statement_frequency
3193,74,2/27/96,monthly
3194,11,4/19/97,monthly
3195,40,9/2/93,monthly
3196,1,12/13/93,monthly
3197,1,12/25/93,monthly
3199,66,6/6/96,monthly
3201,4,4/17/94,monthly
3202,8,6/4/97,monthly
3203,23,8/7/95,monthly
3204,61,7/13/96,monthly
3205,1,12/17/95,monthly
3206,38,6/22/96,monthly
3208,29,8/4/97,monthly
3209,45,12/10/97,monthly
3210,1,5/17/93,monthly
3211,72,6/9/97,monthly
3212,70,7/25/93,monthly
3213,51,4/12/93,monthly
3214,67,5/10/97,monthly
3216,3,8/11/95,monthly
3218,41,11/14/93,monthly
3219,1,3/26/96,monthly
3220,29,8/14/93,monthly
3221,5,8/17/93,monthly
3222,4,7/21/93,monthly
3223,1,12/7/93,monthly
3224,55,11/10/96,monthly
3225,1,11/1/93,monthly
3226,65,8/28/94,monthly
3227,1,6/24/96,monthly
3228,29,10/30/96,monthly
3229,64,11/18/95,monthly
3230,1,3/11/95,monthly
3231,73,4/18/95,monthly
3232,37,10/2/96,monthly
3233,31,3/3/95,monthly
3234,1,9/16/95,monthly
3235,8,1/26/95,monthly
3236,52,2/20/97,monthly
3237,20,10/2/93,monthly
3238,47,1/7/96,monthly
3239,5,6/19/96,monthly
3241,44,7/16/93,monthly
3242,28,3/2/97,monthly
3243,1,11/10/93,monthly
3244,56,1/14/95,monthly
3245,45,6/26/97,monthly
3246,54,6/14/93,monthly
3247,61,4/11/96,monthly
3248,77,5/11/96,monthly
3249,74,10/11/96,monthly
3250,1,1/6/95,monthly
3251,59,5/18/95,monthly
3252,12,6/12/95,monthly
3254,36,8/27/95,monthly
3255,1,9/15/93,monthly
3256,40,11/19/96,monthly
3258,53,6/5/93,monthly
3259,1,4/11/94,monthly
3260,68,3/25/93,monthly
3261,1,7/7/93,monthly
3262,23,6/22/97,monthly
3263,44,3/7/96,monthly
3264,70,10/23/93,monthly
3266,14,3/29/97,monthly
3267,64,7/21/93,monthly
3268,21,9/20/93,monthly
3269,37,9/3/95,monthly
3270,30,8/8/95,monthly
3271,8,10/12/96,monthly
3272,53,8/30/96,monthly
3273,74,12/29/95,monthly
3274,76,9/17/97,monthly
3275,74,6/29/94,monthly
3276,1,12/29/97,monthly
3277,36,7/12/93,monthly
3278,4,1/2/96,monthly
3280,1,4/24/96,monthly
3281,1,8/6/97,monthly
3282,1,11/24/96,monthly
3283,68,3/26/93,monthly
3284,64,5/17/93,monthly
3285,43,5/12/96,monthly
3286,8,2/26/96,monthly
3287,18,7/26/93,monthly
3288,54,9/15/94,monthly
3289,1,6/2/94,monthly
3290,19,12/9/96,monthly
3291,45,11/16/96,monthly
3292,1,12/21/93,monthly
3293,1,8/8/97,monthly
3294,75,4/9/96,monthly
3296,67,3/15/96,monthly
3297,53,2/17/95,monthly
3298,29,8/4/93,monthly
3300,71,9/19/97,monthly
3301,14,4/25/96,monthly
3302,21,3/2/93,monthly
3303,1,11/17/95,monthly
3304,36,1/16/97,monthly
3305,13,12/9/95,monthly
3306,75,8/24/93,monthly
3307,30,3/13/94,monthly
3308,40,4/2/96,monthly
3309,66,11/20/93,monthly
3310,25,9/15/93,monthly
3311,8,8/18/96,monthly
3312,30,12/4/96,monthly
3314,25,10/14/96,monthly
3315,23,8/24/95,monthly
3316,28,5/6/93,monthly
3317,4,10/4/95,monthly
3318,62,6/25/96,monthly
3319,56,8/29/93,monthly
3320,1,12/1/95,monthly
3321,17,4/18/95,monthly
3323,13,9/8/93,monthly
3324,3,10/17/97,monthly
3325,11,11/3/97,monthly
3326,5,11/11/93,monthly
3327,45,4/16/93,monthly
3328,1,3/17/97,monthly
3329,3,10/12/96,monthly
3330,76,7/8/95,monthly
3331,16,2/20/97,monthly
3332,17,3/25/97,monthly
3333,44,11/27/97,monthly
3334,67,7/9/96,monthly
3335,35,2/18/96,monthly
3336,51,9/19/94,monthly
3338,25,12/24/95,monthly
3339,1,9/27/96,monthly
3342,59,10/6/97,monthly
3343,1,8/3/97,monthly
3344,70,5/15/97,monthly
3345,22,12/8/93,monthly
3346,1,7/25/97,monthly
3347,4,8/19/96,monthly
3348,4,12/8/94,monthly
3349,47,3/28/96,monthly
3350,74,7/13/96,monthly
3351,70,3/8/96,monthly
3352,42,11/8/93,monthly
3353,74,8/27/96,monthly
3354,63,11/5/93,monthly
3355,70,2/26/94,monthly
3357,54,7/26/95,monthly
3358,44,2/21/96,monthly
3359,8,7/30/96,monthly
3360,71,11/10/97,monthly
3361,45,8/26/93,monthly
3362,73,1/25/95,monthly
3363,30,6/24/95,monthly
3365,11,11/18/97,monthly
3366,68,3/2/96,monthly
3367,1,4/1/93,monthly
3368,24,9/14/95,monthly
3369,8,12/1/94,monthly
3370,49,11/15/93,monthly
3371,68,11/4/93,monthly
3372,23,5/26/94,monthly
3373,27,1/18/96,monthly
3374,21,2/17/93,monthly
3375,9,1/15/97,monthly
3376,58,11/17/96,monthly
3377,74,12/2/96,monthly
3378,55,3/14/94,monthly
3379,63,1/24/97,monthly
3380,64,12/10/93,monthly
3381,68,8/2/97,monthly
3383,29,9/28/97,monthly
3384,14,11/5/95,monthly
3385,1,12/21/97,monthly
3386,2,5/23/95,monthly
3389,13,1/30/96,monthly
3391,74,4/1/93,monthly
3392,1,6/8/95,monthly
3393,4,12/22/96,monthly
3394,23,10/9/96,monthly
3395,16,11/5/97,monthly
3396,1,11/20/97,monthly
3397,49,8/4/96,monthly
3398,43,4/15/97,monthly
3399,63,9/26/96,monthly
3403,63,5/20/97,monthly
3404,33,11/4/97,monthly
3405,36,3/7/94,monthly
3406,53,12/8/97,monthly
3407,28,8/24/93,monthly
3408,62,9/19/93,monthly
3409,23,3/1/96,monthly
3410,39,7/3/95,monthly
3411,19,12/17/96,monthly
3412,31,12/20/96,monthly
3413,70,7/13/93,monthly
3415,75,12/6/97,monthly
3417,48,9/28/95,monthly
3419,1,10/29/94,monthly
3421,31,2/1/95,monthly
3422,21,3/28/96,monthly
3423,11,11/10/97,monthly
3424,74,2/16/93,monthly
3425,70,8/24/94,monthly
3427,36,8/23/96,monthly
3428,27,7/12/97,monthly
3429,73,12/17/93,monthly
3430,9,12/10/96,monthly
3431,64,9/21/96,monthly
3432,1,6/25/96,monthly
3433,73,7/7/97,monthly
3434,32,5/13/96,monthly
3435,59,7/1/93,monthly
3436,5,6/24/95,monthly
3437,1,11/13/96,monthly
3438,35,12/21/96,monthly
3439,16,2/16/96,monthly
3440,22,9/22/95,monthly
3442,4,1/16/96,monthly
3443,45,7/26/96,monthly
3445,1,2/22/94,monthly
3449,1,4/27/95,monthly
3450,1,12/13/96,monthly
3451,52,4/27/96,monthly
3452,63,12/13/96,monthly
3453,13,6/8/95,monthly
3454,32,10/17/96,monthly
3455,34,3/13/96,monthly
3456,32,9/6/93,monthly
3457,54,10/1/94,monthly
3458,63,7/7/95,monthly
3459,76,6/2/96,monthly
3460,16,4/8/97,monthly
3461,8,6/23/97,monthly
3462,51,3/4/96,monthly
3463,38,9/21/97,monthly
3464,25,5/5/95,monthly
3465,1,7/16/93,monthly
3466,64,2/16/95,monthly
3467,17,8/25/96,monthly
3468,32,2/14/96,monthly
3469,76,5/22/93,monthly
3470,8,1/12/97,monthly
3471,63,1/22/97,monthly
3472,55,7/21/96,monthly
3474,23,7/12/95,monthly
3476,3,12/16/95,monthly
3477,71,8/22/93,monthly
3478,30,9/4/94,monthly
3479,22,6/14/94,monthly
3480,58,9/14/93,monthly
3482,70,1/3/95,monthly
3483,40,10/12/93,monthly
3484,22,6/1/94,monthly
3485,53,6/19/96,monthly
3486,64,10/9/95,monthly
3487,41,1/8/93,monthly
3489,9,12/8/94,monthly
3490,48,11/26/95,monthly
3491,51,7/27/96,monthly
3492,33,9/10/95,monthly
3493,63,7/22/93,monthly
3494,60,7/22/96,monthly
3495,54,5/17/96,monthly
3496,42,6/11/97,monthly
3497,76,8/2/94,monthly
3498,31,11/12/96,monthly
3499,51,9/14/96,monthly
3501,36,12/13/97,monthly
3502,74,3/8/96,monthly
3503,1,7/17/94,monthly
3504,70,8/30/96,monthly
3505,46,9/23/93,monthly
3506,70,5/8/97,monthly
3507,9,12/1/96,monthly
3508,42,9/12/96,monthly
3509,2,9/5/93,monthly
3510,41,1/7/93,monthly
3511,70,7/23/96,monthly
3512,46,5/11/96,monthly
3513,20,3/3/93,monthly
3514,7,2/3/93,monthly
3515,68,6/16/96,monthly
3517,26,11/22/96,monthly
3518,9,7/22/96,monthly
3519,52,2/10/96,monthly
3520,72,6/4/95,monthly
3521,75,6/22/93,monthly
3522,16,6/7/96,monthly
3523,65,5/14/96,monthly
3524,66,6/28/97,monthly
3525,70,12/1/95,monthly
3526,1,7/22/96,monthly
3527,44,1/11/97,monthly
3528,10,3/5/94,monthly
3529,12,7/8/97,monthly
3530,34,1/3/96,monthly
3531,59,5/3/96,monthly
3532,73,7/18/95,monthly
3533,74,8/29/94,monthly
3534,59,4/8/96,monthly
3535,1,10/5/93,monthly
3536,24,8/11/94,monthly
3537,45,8/22/97,monthly
3538,58,8/8/93,monthly
3539,42,6/8/94,monthly
3540,18,1/3/97,monthly
3541,70,3/2/97,monthly
3542,49,6/11/93,monthly
3543,74,7/21/96,monthly
3544,33,4/7/97,monthly
3545,51,2/17/93,monthly
3546,55,2/3/97,monthly
3547,54,8/7/93,monthly
3548,23,11/11/93,monthly
3549,27,8/14/96,monthly
3550,68,7/4/96,monthly
3551,6,10/17/93,monthly
3552,62,9/6/95,monthly
3553,70,8/30/95,monthly
3554,66,2/16/93,monthly
3555,32,9/26/94,monthly
3556,58,8/29/97,monthly
3557,72,11/2/96,monthly
3558,4,5/23/93,monthly
3559,18,12/30/95,monthly
3560,57,11/10/96,monthly
3561,33,10/15/97,monthly
3562,50,7/19/96,monthly
3563,1,7/4/96,monthly
3564,14,11/17/96,monthly
3565,30,2/12/97,monthly
3566,21,6/9/93,monthly
3567,5,12/20/94,monthly
3568,40,4/11/96,monthly
3569,1,9/18/96,monthly
3570,44,11/29/93,monthly
3571,39,11/21/93,monthly
3572,65,11/12/95,monthly
3573,59,6/27/96,monthly
3574,72,3/8/97,monthly
3575,7,9/8/93,monthly
3576,58,11/7/94,monthly
3577,74,5/11/97,monthly
3578,1,2/17/96,monthly
3579,53,9/2/94,monthly
3580,43,8/1/93,monthly
3581,66,3/26/97,monthly
3582,19,8/26/95,monthly
3583,40,2/3/95,monthly
3584,55,6/12/96,monthly
3585,1,6/23/96,monthly
3586,59,3/27/93,monthly
3587,64,12/24/95,monthly
3588,33,6/28/96,monthly
3589,5,11/13/96,monthly
3590,57,6/2/96,monthly
3592,54,1/8/93,monthly
3593,1,2/18/93,monthly
3594,29,12/30/93,monthly
3595,30,5/1/94,monthly
3596,59,4/23/96,monthly
3598,76,11/2/97,monthly
3599,63,3/20/94,monthly
3600,27,8/10/93,monthly
3601,54,6/13/95,monthly
3602,18,12/3/96,monthly
3603,3,9/17/97,monthly
3604,75,12/22/93,monthly
3605,3,3/24/96,monthly
3606,1,4/18/96,monthly
3609,28,8/3/93,monthly
3610,1,9/22/97,monthly
3612,70,8/27/94,monthly
3613,43,8/10/93,monthly
3614,19,8/7/96,monthly
3615,46,11/5/96,monthly
3616,50,12/15/97,monthly
3617,22,11/15/93,monthly
3618,29,9/29/93,monthly
3620,14,2/6/97,monthly
3621,32,12/25/94,monthly
3622,53,10/15/94,monthly
3623,59,2/12/95,monthly
3625,3,8/22/94,monthly
3626,51,11/5/96,monthly
3628,70,9/12/95,monthly
3629,48,7/27/93,monthly
3631,1,8/13/95,monthly
3633,18,2/6/97,monthly
3634,21,4/16/97,monthly
3635,10,5/4/97,monthly
3636,21,5/22/94,monthly
3637,53,10/28/95,monthly
3639,4,1/8/97,monthly
3640,10,11/5/93,monthly
3641,7,1/9/95,monthly
3643,1,12/22/94,monthly
3644,38,4/13/93,monthly
3645,36,6/18/96,monthly
3647,77,6/17/96,monthly
3648,61,5/6/96,monthly
3649,54,5/14/93,monthly
3650,8,6/5/94,monthly
3651,23,2/27/93,monthly
3652,36,3/2/97,monthly
3653,31,5/3/94,monthly
3654,47,7/13/93,monthly
3655,1,12/24/95,monthly
3656,53,8/6/93,monthly
3657,62,9/19/97,monthly
3658,24,3/25/97,monthly
3659,54,2/1/97,monthly
3660,74,11/14/93,monthly
3661,50,1/11/96,monthly
3662,4,5/26/97,monthly
3663,67,11/6/94,monthly
3664,1,4/28/96,monthly
3665,28,6/28/97,monthly
3667,55,1/26/94,monthly
3668,1,6/15/96,monthly
3669,76,12/22/93,monthly
3670,27,6/4/93,monthly
3671,21,9/17/97,monthly
3672,26,3/19/96,monthly
3673,30,1/12/96,monthly
3674,38,3/12/93,monthly
3675,64,3/20/93,monthly
3676,58,6/8/96,monthly
3677,1,10/4/95,monthly
3678,1,3/24/93,monthly
3679,64,8/15/95,monthly
3680,27,2/16/96,monthly
3681,70,1/25/97,monthly
3682,70,6/7/93,monthly
3683,33,8/13/93,monthly
3684,23,3/4/94,monthly
3686,77,8/3/97,monthly
3687,71,11/6/93,monthly
3688,70,11/10/93,monthly
3689,8,11/29/95,monthly
3691,50,2/19/93,monthly
3692,70,4/21/97,monthly
3693,61,1/29/93,monthly
3694,70,7/6/96,monthly
3695,30,4/2/97,monthly
3696,1,6/22/96,monthly
3697,45,4/29/93,monthly
3698,1,3/3/96,monthly
3699,50,8/5/93,monthly
3700,1,6/3/97,monthly
3701,76,10/6/93,monthly
3702,53,4/13/95,monthly
3703,74,6/18/97,monthly
3704,75,1/24/93,monthly
3705,20,10/24/97,monthly
3706,8,4/4/96,monthly
3708,64,11/24/96,monthly
3709,74,3/5/96,monthly
3710,1,2/25/95,monthly
3711,3,5/8/97,monthly
3712,3,9/13/94,monthly
3715,74,11/27/97,monthly
3716,1,4/14/97,monthly
3717,56,5/20/94,monthly
3718,63,4/16/94,monthly
3719,37,6/19/97,monthly
3720,36,7/30/93,monthly
3721,22,2/21/96,monthly
3722,76,12/7/97,monthly
3723,2,6/14/96,monthly
3724,16,8/6/97,monthly
3725,33,6/11/95,monthly
3726,54,7/14/96,monthly
3727,66,1/19/96,monthly
3728,10,8/18/94,monthly
3729,31,4/14/95,monthly
3730,17,9/8/94,monthly
3731,70,5/20/96,monthly
3732,21,5/25/97,monthly
3733,33,7/22/96,monthly
3734,43,3/8/93,monthly
3735,1,4/27/95,monthly
3736,54,5/8/96,monthly
3737,34,3/1/95,monthly
3738,51,8/1/93,monthly
3739,1,3/25/97,monthly
3741,65,8/18/96,monthly
3742,59,5/11/97,monthly
3743,1,3/22/96,monthly
3745,5,8/4/93,monthly
3746,70,6/4/96,monthly
3747,1,5/1/94,monthly
3748,1,7/10/93,monthly
3749,68,8/10/96,monthly
3750,77,3/18/95,monthly
3751,9,9/15/93,monthly
3752,1,11/25/94,monthly
3753,28,2/24/95,monthly
3755,64,1/20/96,monthly
3757,64,9/24/97,monthly
3758,38,9/19/95,monthly
3759,1,12/29/93,monthly
3760,44,1/13/93,monthly
3763,55,8/23/95,monthly
3764,69,11/5/95,monthly
3765,32,11/14/96,monthly
3767,1,11/15/95,monthly
3768,52,6/6/97,monthly
3769,3,5/14/96,monthly
3770,23,9/20/95,monthly
3771,22,6/11/93,monthly
3772,7,11/20/95,monthly
3773,10,5/4/97,monthly
3774,72,8/30/96,monthly
3775,19,6/27/93,monthly
3776,1,10/16/96,monthly
3777,70,1/19/95,monthly
3778,52,7/4/93,monthly
3779,74,7/8/95,monthly
3780,44,11/25/95,monthly
3781,31,3/26/93,monthly
3783,40,11/29/95,monthly
3784,25,1/22/96,monthly
3785,10,3/24/93,monthly
3786,21,6/22/93,monthly
3787,70,2/19/93,monthly
3788,70,4/10/93,monthly
3789,6,8/18/96,monthly
3792,10,8/11/93,monthly
3793,5,6/28/96,monthly
3794,20,2/3/97,monthly
3795,36,3/18/96,monthly
3796,53,5/25/93,monthly
3797,64,9/3/94,monthly
3798,15,8/27/97,monthly
3799,74,11/29/96,monthly
3800,30,9/16/96,monthly
3801,1,6/20/96,monthly
3802,44,4/18/96,monthly
3803,61,1/26/96,monthly
3804,7,4/7/94,monthly
3805,9,7/2/94,monthly
3806,36,4/18/96,monthly
3807,53,9/5/95,monthly
3808,38,8/11/93,monthly
3809,1,11/21/96,monthly
3810,43,6/22/95,monthly
3811,1,10/26/96,monthly
3812,72,1/16/95,monthly
3813,1,10/9/97,monthly
3814,74,12/27/95,monthly
3815,1,3/24/96,monthly
3816,25,4/21/96,monthly
3817,70,2/10/95,monthly
3818,74,1/1/93,monthly
3819,69,11/11/96,monthly
3820,1,11/14/93,monthly
3821,18,4/18/96,monthly
3822,8,9/22/93,monthly
3823,74,4/19/95,monthly
3824,41,3/20/94,monthly
3825,7,12/14/93,monthly
3826,34,3/5/95,monthly
3827,1,10/4/94,monthly
3828,44,8/28/97,monthly
3830,56,4/20/97,monthly
3832,45,1/22/96,monthly
3833,77,7/13/97,monthly
3834,54,1/19/93,monthly
3835,50,3/16/93,monthly
3836,68,12/9/97,monthly
3838,3,5/2/94,monthly
3839,1,2/21/95,monthly
3840,76,2/19/94,monthly
3841,8,1/22/95,monthly
3842,1,3/12/97,monthly
3843,62,10/2/96,monthly
3844,67,5/23/93,monthly
3845,48,5/14/95,monthly
3846,61,4/27/97,monthly
3847,33,6/13/95,monthly
3848,20,7/10/96,monthly
3849,75,10/21/94,monthly
3850,8,8/9/93,monthly
3851,1,2/27/97,monthly
3852,20,9/14/97,monthly
3854,8,4/18/96,monthly
3855,33,9/4/95,monthly
3856,45,12/3/96,monthly
3857,54,10/22/97,monthly
3858,2,12/14/95,monthly
3859,53,4/23/96,monthly
3860,4,10/11/94,monthly
3861,2,1/30/97,monthly
3862,1,11/23/96,monthly
3863,15,9/14/93,monthly
3864,33,7/1/96,monthly
3865,50,2/9/95,monthly
3866,60,9/5/95,monthly
3867,1,7/19/97,monthly
3868,43,8/21/93,monthly
3869,72,9/13/94,monthly
3870,38,1/8/97,monthly
3871,26,1/8/93,monthly
3872,25,5/21/97,monthly
3874,51,6/2/95,monthly
3875,44,10/18/97,monthly
3876,69,2/13/94,monthly
3877,59,10/22/96,monthly
3878,23,10/7/94,monthly
3880,3,7/28/96,monthly
3881,21,3/4/96,monthly
3882,10,7/9/93,monthly
3883,72,3/15/93,monthly
3884,1,11/14/96,monthly
3885,51,4/1/97,monthly
3886,1,2/20/94,monthly
3887,62,5/8/96,monthly
3888,39,5/27/93,monthly
3889,16,7/3/97,monthly
3890,50,2/10/96,monthly
3891,1,8/18/93,monthly
3892,43,10/25/93,monthly
3893,42,12/13/96,monthly
3894,52,9/25/96,monthly
3895,27,7/14/95,monthly
3896,45,8/17/95,monthly
3897,13,4/16/97,monthly
3898,70,2/7/94,monthly
3899,22,6/25/96,monthly
3901,12,8/30/97,monthly
3902,1,8/8/95,monthly
3903,58,12/19/94,monthly
3904,18,10/5/96,monthly
3906,52,7/8/97,monthly
3907,37,4/18/96,monthly
3908,13,1/16/97,monthly
3909,1,1/14/93,monthly
3910,10,1/19/97,monthly
3911,32,12/16/97,monthly
3912,2,5/4/94,monthly
3913,23,10/4/96,monthly
3914,33,9/5/95,monthly
3915,65,4/2/93,monthly
3916,8,9/28/97,monthly
3917,1,3/30/96,monthly
3918,53,12/9/93,monthly
3919,34,10/18/97,monthly
3920,74,9/1/93,monthly
3921,18,7/17/94,monthly
3922,68,10/22/97,monthly
3923,52,3/30/93,monthly
3924,70,2/24/96,monthly
3925,1,9/5/95,monthly
3926,72,9/11/94,monthly
3927,56,10/22/93,monthly
3928,24,5/8/96,monthly
3930,37,4/25/95,monthly
3931,28,2/5/96,monthly
3932,74,7/25/96,monthly
3933,61,2/11/96,monthly
3934,6,12/23/97,monthly
3935,23,3/8/93,monthly
3936,39,5/4/95,monthly
3937,76,1/10/96,monthly
3938,57,11/17/93,monthly
3939,70,7/8/93,monthly
3941,7,12/26/96,monthly
3943,71,3/6/96,monthly
3944,22,10/8/95,monthly
3945,50,11/7/95,monthly
3946,70,7/16/96,monthly
3947,76,1/23/96,monthly
3948,1,11/9/93,monthly
3949,54,1/11/96,monthly
3950,48,9/1/97,monthly
3951,22,6/2/97,monthly
3952,26,3/8/96,monthly
3953,1,6/16/97,monthly
3954,22,6/25/93,monthly
3955,64,7/14/93,monthly
3956,6,10/28/96,monthly
3958,59,12/28/97,monthly
3960,64,2/6/93,monthly
3961,52,1/24/97,monthly
3962,54,12/13/96,monthly
3963,9,10/27/97,monthly
3964,25,1/25/97,monthly
3965,31,5/4/93,monthly
3966,42,1/9/96,monthly
3967,54,9/22/96,monthly
3968,36,1/1/96,monthly
3969,39,6/20/93,monthly
3970,24,11/28/95,monthly
3971,75,3/13/97,monthly
3972,51,10/11/93,monthly
3973,20,11/27/95,monthly
3974,55,3/8/96,monthly
3975,20,10/2/94,monthly
3976,74,4/15/96,monthly
3977,7,9/25/93,monthly
3978,59,2/18/95,monthly
3979,37,2/14/96,monthly
3980,75,4/3/93,monthly
3981,23,1/15/95,monthly
3982,26,7/27/93,monthly
3983,67,2/4/93,monthly
3984,51,12/14/96,monthly
3985,1,7/13/97,monthly
3986,19,6/20/97,monthly
3987,25,9/14/97,monthly
3988,23,5/4/97,monthly
3989,19,3/11/95,monthly
3990,77,2/4/97,monthly
3991,1,12/28/96,monthly
3992,43,12/16/97,monthly
3993,54,1/24/96,monthly
3994,15,3/14/96,monthly
3995,12,8/27/95,monthly
3996,1,6/22/97,monthly
3997,62,1/13/94,monthly
3998,2,4/20/96,monthly
3999,35,5/6/93,monthly
4000,7,8/2/93,monthly
4001,54,2/4/95,monthly
4003,25,8/22/97,monthly
4008,27,3/23/96,monthly
4009,56,2/20/94,monthly
4010,30,8/19/96,monthly
4026,58,2/6/97,monthly
4033,57,11/19/96,monthly
4034,1,1/18/93,monthly
4035,1,7/25/93,monthly
4055,23,1/24/93,monthly
4059,34,10/8/93,monthly
4066,72,5/24/94,monthly
4069,38,11/17/96,monthly
4071,64,8/3/96,monthly
4078,40,1/30/93,monthly
4079,52,11/3/93,monthly
4081,11,7/22/95,monthly
4082,49,11/8/94,monthly
4086,66,7/17/96,monthly
4088,45,3/1/96,monthly
4090,72,10/11/96,monthly
4091,9,8/4/97,monthly
4092,74,3/13/96,monthly
4093,1,3/25/93,monthly
4099,54,5/26/96,monthly
4102,60,11/13/96,monthly
4103,38,1/25/95,monthly
4105,58,5/8/95,monthly
4109,54,2/9/95,monthly
4116,6,10/5/97,monthly
4119,77,10/18/93,monthly
4121,54,6/8/95,monthly
4127,50,5/3/96,monthly
4128,64,9/26/97,monthly
4130,70,6/1/97,monthly
4131,5,8/19/94,monthly
4132,36,10/2/97,monthly
4134,7,3/3/93,monthly
4140,28,12/5/97,monthly
4143,55,10/7/97,monthly
4144,1,8/19/96,monthly
4150,65,7/5/97,monthly
4156,42,6/27/97,monthly
4158,27,9/4/97,monthly
4159,74,7/9/93,monthly
4161,1,2/23/95,monthly
4171,28,6/12/93,monthly
4173,1,11/8/93,monthly
4186,1,8/25/96,monthly
4190,62,10/4/95,monthly
4195,67,5/21/94,monthly
4204,21,1/29/96,monthly
4208,1,4/8/97,monthly
4214,1,3/21/96,monthly
4225,55,5/18/93,monthly
4237,18,11/29/93,monthly
4240,50,2/8/93,monthly
4245,52,5/2/94,monthly
4253,43,1/16/96,monthly
4254,70,5/4/93,monthly
4258,51,8/26/95,monthly
4259,66,4/8/94,monthly
4260,56,10/14/93,monthly
4263,5,7/17/95,monthly
4264,28,12/7/93,monthly
4266,54,2/5/97,monthly
4268,77,2/20/97,monthly
4269,26,12/24/95,monthly
4273,15,3/11/96,monthly
4276,43,7/9/94,monthly
4283,39,10/16/94,monthly
4286,43,11/11/96,monthly
4287,1,10/17/93,monthly
4296,63,1/28/93,monthly
4301,1,6/26/97,monthly
4320,61,7/23/96,monthly
4321,47,4/18/93,monthly
4328,72,6/17/94,monthly
4329,1,2/17/94,monthly
4330,47,7/5/95,monthly
4332,74,12/23/97,monthly
4336,2,7/8/97,monthly
4337,29,11/16/93,monthly
4342,74,4/29/96,monthly
4343,31,11/22/93,monthly
4346,25,3/15/96,monthly
4347,1,3/27/93,monthly
4349,74,9/16/96,monthly
4350,63,4/4/93,monthly
4352,2,7/5/93,monthly
4354,38,1/8/97,monthly
4355,31,2/21/93,monthly
4356,47,1/26/94,monthly
4358,5,2/12/97,monthly
4361,69,3/11/96,monthly
4368,1,1/16/95,monthly
4375,39,10/28/96,monthly
4377,28,4/24/93,monthly
4379,44,6/28/96,monthly
4383,73,11/10/96,monthly
4385,23,11/23/93,monthly
4389,77,7/28/96,monthly
4405,41,9/8/96,monthly
4414,24,9/10/93,monthly
4415,73,7/5/95,monthly
4416,14,2/12/94,monthly
4418,66,2/9/94,monthly
4423,39,4/26/95,monthly
4424,48,1/29/96,monthly
4427,32,6/7/93,monthly
4434,41,12/9/94,monthly
4437,40,9/24/93,monthly
4438,48,8/4/96,monthly
4439,30,12/25/95,monthly
4442,54,8/8/96,monthly
4445,47,8/7/97,monthly
4447,62,6/16/96,monthly
4448,60,6/2/93,monthly
4454,63,12/21/96,monthly
4456,14,9/3/96,monthly
4458,60,4/23/96,monthly
4463,67,9/3/93,monthly
4470,16,11/1/93,monthly
4473,45,10/9/95,monthly
4475,72,4/16/97,monthly
4476,24,11/10/94,monthly
4478,70,7/23/93,monthly
4480,58,8/19/96,monthly
4484,54,2/3/93,monthly
4488,33,4/24/96,monthly
4503,50,1/3/95,monthly
4511,33,9/26/93,monthly
4514,69,12/18/93,monthly
4519,8,6/8/94,monthly
4526,63,11/29/93,monthly
4527,9,6/1/97,monthly
4533,68,8/3/97,monthly
4534,63,1/18/97,monthly
4538,70,5/7/95,monthly
4543,33,10/8/93,monthly
4550,56,2/6/97,monthly
4576,27,6/5/93,monthly
4580,9,8/27/94,monthly
4585,27,6/8/96,monthly
4588,12,8/27/96,monthly
4589,4,5/22/95,monthly
4596,74,3/9/93,monthly
4616,1,9/24/97,monthly
4618,3,7/21/96,monthly
4626,9,6/15/96,monthly
4650,4,10/15/95,monthly
4659,56,10/8/93,monthly
4660,63,1/3/97,monthly
4681,70,8/8/95,monthly
4715,8,10/28/96,monthly
4725,73,4/14/97,monthly
4727,2,2/13/95,monthly
4729,66,5/23/97,monthly
4743,64,5/5/93,monthly
4746,54,2/21/97,monthly
4753,1,11/7/96,monthly
4768,39,6/17/96,monthly
4774,66,1/14/94,monthly
4784,46,8/8/97,monthly
4794,72,12/18/96,monthly
4803,26,6/8/96,monthly
4825,15,6/4/94,monthly
4851,52,2/4/96,monthly
4852,47,4/13/95,monthly
4858,67,6/21/97,monthly
4863,5,3/12/96,monthly
4894,14,6/20/93,monthly
4907,42,2/6/94,monthly
4937,12,2/20/93,monthly
4948,43,7/29/95,monthly
4949,33,10/14/96,monthly
4981,54,1/22/96,monthly
4999,1,2/12/96,monthly
5001,53,12/15/95,monthly
5011,31,8/25/93,monthly
5024,70,8/20/95,monthly
5033,54,8/3/95,monthly
5063,43,10/11/95,monthly
5065,66,1/24/93,monthly
5072,6,4/12/96,monthly
5092,74,12/21/93,monthly
5118,72,8/5/95,monthly
5120,1,6/21/93,monthly
5125,1,9/14/95,monthly
5126,58,4/3/95,monthly
5129,68,6/8/93,monthly
5164,5,5/13/97,monthly
5180,54,2/24/97,monthly
5181,75,2/3/96,monthly
5213,1,8/18/95,monthly
5215,55,7/1/93,monthly
5263,64,7/14/95,monthly
5267,4,1/12/96,monthly
5269,49,7/4/96,monthly
5270,44,1/13/93,monthly
5283,15,9/18/97,monthly
5290,34,7/21/97,monthly
5305,47,9/16/96,monthly
5313,40,4/29/93,monthly
5317,28,10/20/96,monthly
5343,64,6/8/93,monthly
5357,70,12/18/94,monthly
5358,4,5/18/95,monthly
